,names,nfollowers,ntweets,type
958,Bourdain,,12477,
959,nyuboxoffice,,5372,
960,hipsterrunoff,,9989,
961,jonathancoulton,,7836,
962,MetsGM,,50,
963,sciencemagazine,,17893,
964,neiltyson,,5496,
965,NYCComedyCellar,,21847,
966,mysociallist,,21018,
967,cdsamii,,5296,
968,kinggary,,4182,
969,nycmarathon,,9521,
970,strandbookstore,,16870,
971,PollsAndVotes,,7209,
972,WebsterHall,,35810,
973,bowerypresents,,11535,
974,lprnyc,,35080,
975,VoiceStreet,,22504,
976,j_a_tucker,,5403,
977,justingrimmer,,5353,
978,BISradio,,10064,
979,nyrr,,22126,
980,MLB,,141916,
981,burtmonroe,,496,
982,NatureNews,,45577,
983,Mets,,53199,
984,polanalysis,,679,
985,davidwain,,4531,
986,funnyordie,,24490,
987,rmichaelalvarez,,350,
988,monkeycageblog,,18445,
989,GlennHowerton,,3877,
990,kphipps3000,,24803,
991,mshowalter,,8342,
992,shitrobot,,2386,
993,archimedino,,4041,
994,Hot_Chip,,5981,
995,dfarecords,,11233,
996,michaelianblack,,69634,
997,mergerecords,,33792,
998,matadorrecords,,13809,
999,spiralmusic,,1452,
1000,PFTompkins,,52105,
1001,connected_book,,504,
1002,immalkmus,,17,
1003,ericwareheim,,6005,
1004,nprpolitics,,54147,
1005,rollcall,,84404,
1006,ESPNFC,,118872,
1007,TheWalkmen,,1152,
1008,ericsiry,,4531,
1009,lcdsoundsystem,,481,
1010,jonathanchait,,32926,
1011,TrumpsAlert,,687,
1012,jonesrooy,,4621,
1013,xftrebbi,,3482,
1014,mollyesque,,35745,
1015,vcharnysh,,60,
1016,Oakland,,3404,
1017,dziblatt,,201,
1018,EastBayExpress,,18716,
1019,UCBerkeleyNews,,4913,
1020,Cal,,12201,
1021,berkeleyside,,51145,
1022,UCBerkeley,,13024,
1023,DG_Rand,,3229,
1024,brucebdm,,1,
1025,Limericking,,3061,
1026,JStein_Vox,,7018,
1027,cboussalis,,112,
1028,danmthomp,,34,
1029,baggottcarter,,176,
1030,JFiva,,1899,
1031,mattinglee,,120,
1032,racstern,,232,
1033,bleveck,,145,
1034,SevaUT,,3180,
1035,AlexDukalskis,,4609,
1036,Korhan_Kocak,,2193,
1037,KelseyAHE,,233,
1038,fart,,69858,
1039,dril,,7491,
1040,AnjaNeundorf,,265,
1041,maggieNYT,,152116,
1042,thaddunning,,535,
1043,MaiOHassan,,280,
1044,FiveThirtyEight,,42220,
1045,BarackObama,,15455,
1046,paulkrugman,,9991,
1047,bnjohns,,2972,
1048,Bdautch,,418,
1049,pauliinapatana,,2,
1050,VirOliveros,,520,
1051,tom_s_clark,,1293,
1052,GabeLenz,,607,
1053,j_kalla,,1276,
1054,ryan_hubert,,797,
1055,NYUpolitics,,45,
1056,ScottFAbramson,,331,
1057,EliDFriedman,,2471,
1058,GlennThrush,,31715,
1059,Rodjlittle,,2,
1060,joshtpm,,132918,
1061,mtracey,,78494,
1062,PresVillain,,120,
1063,slatestarcodex,,2791,
1064,thinkpiecebot,,20423,
1065,andyguess,,2512,
1066,HalfOnionInABag,,426,
1067,NotAltWorld,,502,
1068,RyanDEnos,,10045,
1069,jafrieden,,71,
1070,p_beramendi,,1038,
1071,thenoahbuckley,,987,
1072,brookeerinduffy,,1058,
1073,JuliusLagodny,,15,
1074,JulieMarieJ,,920,
1075,MonaKrewel,,145,
1076,mgoldenProf,,70,
1077,ViceNeuro,,241,
1078,mirandayaver,,27312,
1079,baharlev,,3396,
1080,smith_harvard,,1197,
1081,onlxn,,26245,
1082,mindyfinn,,12948,
1083,Evan_McMullin,,4965,
1084,RadioFreeTom,,203374,
1085,laurenyoung231,,266,
1086,LizMair,,116230,
1087,KSchultz3580,,1408,
1088,cullenhendrix,,2780,
1089,paulmromer,,1364,
1090,EWErickson,,142220,
1091,juliagalef,,3402,
1092,RobertMGroves,,614,
1093,jesszark,,10273,
1094,asaha1084,,61,
1095,chrisdc77,,18822,
1096,ChristianM62,,2267,
1097,gabrieljleon,,270,
1098,kostasmatakos,,6013,
1099,dhnexon,,18734,
1100,jonmladd,,16620,
1101,benwansell,,1215,
1102,richvanweelden,,62,
1103,robinsonmatt,,1690,
1104,aLeaf0nTheWind,,354,
1105,timurkuran,,3958,
1106,SinGisela,,932,
1107,chrisedmond,,1415,
1108,CameronThies,,384,
1109,jakeswanson,,153,
1110,TheRickWilson,,246340,
1111,sgadarian,,33846,
1112,cesicruz,,686,
1113,MSWinters1,,3008,
1114,billybobphd,,122,
1115,joshsteinbauer,,1038,
1116,k_sonin,,1061,
1117,QuicoToro,,4093,
1118,iamsambee,,1577,
1119,dyzenhaus,,746,
1120,CornellRsrch,,393,
1121,robert_a_blair,,1169,
1122,aecoppock,,1039,
1123,burtmonroe,,496,
1124,ProfWillHowell,,649,
1125,Popehat,,130580,
1126,R_Thaler,,5426,
1127,emine_writes,,3440,
1128,ms_evans,,6476,
1129,DPRK_News,,5225,
1130,DouthatNYT,,24905,
1131,Crowdpac,,8584,
1132,FullFrontalSamB,,2329,
1133,rolandkappe,,1933,
1134,HenryAKissinger,,815,
1135,sabrinamkarim,,1791,
1136,copperhorseco,,721,
1137,ElBloombito,,2497,
1138,BuzzFeedBen,,118111,
1139,realZalmayMK,,1103,
1140,johncarey03755,,230,
1141,cornellgov,,76,
1142,mkonnikova,,16295,
1143,SlaterPolitics,,1989,
1144,FlorianFoos,,2129,
1145,BernieSanders,,10636,
1146,renelisme,,317,
1147,ProfJeffJarviss,,53573,
1148,SvanteMyrick,,5860,
1149,povertyscholar,,1801,
1150,rkwrice,,1084,
1151,MeganMullally,,1076,
1152,thosjleeper,,15357,
1153,ProfSaunders,,3214,
1154,MedianVoter,,0,
1155,aasiegel,,355,
1156,AndrewLittleMP,,3084,
1157,TriciaMBarry,,2306,
1158,petersagal,,41252,
1159,pbump,,71639,
1160,JAdomian,,22616,
1161,indridih,,796,
1162,theyesmen,,5233,
1163,radiohead,,99,
1164,ISQ_Jrnl,,228,
1165,RoperCenter,,4790,
1166,mollyshewrote,,12393,
1167,LastWeekTonight,,4075,
1168,kristenschaaled,,7194,
1169,kaushikcbasu,,4950,
1170,sonagolder,,938,
1171,cdsamii,,5296,
1172,RealBenCarson,,3242,
1173,Snowden,,2394,
1174,PTetlock,,812,
1175,jagallegod,,171,
1176,fhollenbach,,344,
1177,sissenberg,,3645,
1178,vshih2,,25866,
1179,rikhilb,,1046,
1180,JThPol,,17,
1181,SergioGarciaRs,,270,
1182,AliCirone,,1774,
1183,amyschumer,,9393,
1184,zeynsom,,643,
1185,Plotpolitics,,333,
1186,B00TS,,1,
1187,speechboy71,,86882,
1188,deray,,202944,
1189,haifeng_huang,,337,
1190,realDonaldTrump,,35580,
1191,rdunks1,,3100,
1192,EITM_Institute,,73,
1193,SOSMediasBDI,,5533,
1194,KarlreMarks,,85739,
1195,jessesingal,,67681,
1196,AdamBerinsky,,1104,
1197,joshclinton,,16,
1198,pkmacdonald,,10259,
1199,pete_enns,,666,
1200,colaresi,,1182,
1201,iraglass,,680,
1202,nataliemjb,,17221,
1203,CamilleGamboa,,1063,
1204,POTUS44,,352,
1205,POTUS,,1027,
1206,jetfury,,21032,
1207,HeerJeet,,105123,
1208,naunihalpublic,,30480,
1209,PeterRosendorff,,186,
1210,kmmunger,,96,
1211,marystata,,1889,
1212,JUnivRejection,,1796,
1213,ykrupnikov,,581,
1214,KillerMike,,115970,
1215,freddiedeboer,,111,
1216,ATabarrok,,745,
1217,pstanpolitics,,10001,
1218,cgbarrera,,283,
1219,TSinmazdemir,,0,
1220,TFlow,,1694,
1221,BaligaSandeep,,99,
1222,Jeffely,,1805,
1223,m_battaglini,,307,
1224,RexDouglass,,612,
1225,jesusalfar,,87678,
1226,DavidSkarbek,,4295,
1227,The_JOP,,121,
1228,james_vreeland,,567,
1229,HarMarSuperstar,,29468,
1230,AlbertoNardelli,,58029,
1231,WernerTwertzog,,5857,
1232,rorytruex,,266,
1233,CFCamerer,,12687,
1234,EVRadio,,25605,
1235,ChanceswWolves,,3663,
1236,nsmiras,,815,
1237,Austan_Goolsbee,,4259,
1238,ProfADM,,3016,
1239,maqartan,,131,
1240,ISIS_fake,,45,
1241,jerometenk,,5281,
1242,SB_Lavezzolo,,10024,
1243,guygrossman,,939,
1244,jessicacweiss,,4561,
1245,dbroockman,,3705,
1246,arkellogg,,6623,
1247,mattwloftis,,126,
1248,jaycaspiankang,,160,
1249,uedaxecker,,950,
1250,therealelp,,5885,
1251,pussyrrriot,,2999,
1252,mddilorenzo,,68,
1253,kenbenoit,,794,
1254,julia_azari,,10372,
1255,ebruenig,,129,
1256,dustintingley,,324,
1257,SeinfeldToday,,512,
1258,Rodolpho81,,145,
1259,anna_getmansky,,487,
1260,evefairbanks,,1503,
1261,MrChuckD,,69591,
1262,JSEllenberg,,12426,
1263,maxseddon,,18963,
1264,nydosas,,3089,
1265,TJRyan02,,295,
1266,MidgeForecast,,3167,
1267,conjugateprior,,7050,
1268,nymaggie,,4275,
1269,AndrewWK,,52213,
1270,ZeddRebel,,77820,
1271,chrisalbon,,5836,
1272,ClickHole,,27302,
1273,ChrNovak,,48,
1274,AJPS_Editor,,418,
1275,PolSciReplicate,,1399,
1276,uscensusbureau,,11921,
1277,liviodilo,,346,
1278,ipeirotis,,3257,
1279,Amazing_Maps,,1775,
1280,prof_quiroz,,828,
1281,tanehisicoates,,23693,
1282,mdtyburski,,543,
1283,markdjarvis,,90898,
1284,HighMaureenDowd,,45,
1285,jayrosen_nyu,,59145,
1286,aeggers,,156,
1287,h_mckinstry,,3175,
1288,xenocryptsite,,53180,
1289,cjfariss,,1536,
1290,GeneSharpaei,,1374,
1291,shaunmcgirr,,7372,
1292,zackbeauchamp,,31625,
1293,cormatt,,7423,
1294,jbarro,,113786,
1295,sinanaral,,8167,
1296,ma_me_ga,,7232,
1297,PatrickTBrandt,,3958,
1298,mollyeroberts,,138,
1299,cshirky,,7561,
1300,DaveASiegel,,200,
1301,RumsfeldOffice,,998,
1302,tldrwikipedia,,435,
1303,hipsterocracy,,20545,
1304,hodgman,,47341,
1305,qotsa,,2061,
1306,SolomonMg,,1314,
1307,Gustavo_F_M,,848,
1308,Nick_L_Miller,,1884,
1309,irin,,49892,
1310,MollyJackman,,717,
1311,errolmorris,,4478,
1312,EricaFrantz,,101,
1313,efranklinfowler,,2473,
1314,yanagiz,,765,
1315,jfalbertos,,58518,
1316,kyledropp,,409,
1317,jkertzer,,2860,
1318,ClaytonNall,,4222,
1319,justingrimmer,,5353,
1320,ethanbdm,,914,
1321,umisrcps,,2829,
1322,kaeterv,,51080,
1323,peterlorentzen,,4513,
1324,drunkenpredator,,7252,
1325,stasavage,,337,
1326,MPSAnet,,4795,
1327,titonka,,11418,
1328,laiabalcells,,192,
1329,Nick_Offerman,,4545,
1330,javier_osorio,,1245,
1331,EngagedScholars,,369,
1332,ARGohdes,,3046,
1333,electionista,,15155,
1334,DemocracyPost,,7325,
1335,texasinafrica,,141113,
1336,Lesley_Warner,,19542,
1337,FranciscoCantu,,1347,
1338,margura,,322,
1339,barryhashimoto,,415,
1340,JakeTitus,,898,
1341,wkchap3,,4976,
1342,a_strezh,,4395,
1343,planetmoney,,10432,
1344,CooleyOnEurasia,,6288,
1345,EFeiny,,19,
1346,r_j_carroll,,480,
1347,majorlyp,,10337,
1348,victorylab,,1858,
1349,JonesZM,,3912,
1350,EricaChenoweth,,6960,
1351,ErikVoeten,,1157,
1352,thescottwolford,,4088,
1353,lenadunham,,11437,
1354,Carrie_Rachel,,2173,
1355,st_vincent,,2482,
1356,the_EMA_,,4105,
1357,MiriamElder,,46026,
1358,ElSnarkistani,,30,
1359,andreacenright,,1904,
1360,bjenrightphoto,,336,
1361,CaracasChron,,22140,
1362,juannagel,,17793,
1363,ArthurLupia,,667,
1364,CUP_PoliSci,,6088,
1365,BJPolS,,3416,
1366,APSAtweets,,4489,
1367,RolfFredheim,,570,
1368,shustry,,1969,
1369,ModeledBehavior,,61880,
1370,PSRMJournal,,451,
1371,jtlevy,,34773,
1372,ProfHansNoel,,3933,
1373,summerbrennan,,50896,
1374,graemedblair,,872,
1375,xlivingston,,434,
1376,NewYorker,,60251,
1377,delong,,84024,
1378,igorlogvinenko,,2600,
1379,MartinSEdwards,,9794,
1380,smotus,,16679,
1381,mark_s_bell,,1144,
1382,SuzanneMettler1,,248,
1383,rodrikdani,,17749,
1384,Nolan_Mc,,2806,
1385,dszakonyi,,1010,
1386,nils_gilman,,29235,
1387,McFaul,,45947,
1388,andrewbhall,,66,
1389,hersheyp,,2523,
1390,marquezxavier,,2099,
1391,CassSunstein,,5073,
1392,m_sendhil,,1361,
1393,DLeonhardt,,19633,
1394,fdhidalgo,,1,
1395,RabbiWolpe,,7663,
1396,RushHolt,,890,
1397,mileskimball,,32857,
1398,NeinQuarterly,,34998,
1399,BlogsofWar,,242351,
1400,conradhackett,,11562,
1401,asymmetricinfo,,40776,
1402,Kasparov63,,17963,
1403,JustinWolfers,,25573,
1404,AdamSerwer,,23129,
1405,matt_blackwell,,3156,
1406,nytimes,,288568,
1407,kcroninfurman,,11932,
1408,amandataub,,3673,
1409,econstyleguide,,2197,
1410,Cornell,,12291,
1411,stevenstrogatz,,13867,
1412,MarkGaleotti,,12632,
1413,pitchfork,,71443,
1414,KimletGordon,,6940,
1415,ez_angus,,4411,
1416,BillGates,,2447,
1417,millerpolsci,,4472,
1418,maya_sen,,5573,
1419,sethmnookin,,24015,
1420,Dan_E_Solo,,57721,
1421,adamsethlevine,,363,
1422,Noahpinion,,102604,
1423,dylanmatt,,35397,
1424,abuaardvark,,39319,
1425,richardmaass,,2555,
1426,sekreps,,683,
1427,ZachWeiner,,38721,
1428,Longreads,,20034,
1429,BrandonAmbro,,19047,
1430,BoringDev,,6301,
1431,NTilipman,,164,
1432,daveweigel,,171365,
1433,jessicarichman,,5224,
1434,JonathanAmes,,1563,
1435,Shteyngart,,5903,
1436,AcademicsSay,,4168,
1437,dshyde,,345,
1438,gametheory101,,2064,
1439,kinggary,,4182,
1440,JosephKYoung,,7706,
1441,ggreenwald,,61339,
1442,rickygervais,,45099,
1443,pattonoswalt,,32675,
1444,drewtoothpaste,,11982,
1445,whinecough,,23483,
1446,jocemiller,,13623,
1447,ianpcook,,6750,
1448,africasacountry,,109439,
1449,a_kauf,,3204,
1450,Max_Fisher,,478,
1451,Ukroblogger,,18144,
1452,juliaioffe,,31223,
1453,PVGlance,,2596,
1454,notjessewalker,,47189,
1455,BenjieTarshish,,35,
1456,brycecorrigan,,266,
1457,saadgulzar,,7743,
1458,GSElevator,,1408,
1459,keithschnak,,1853,
1460,Worse_Reviewer,,14472,
1461,RFERL,,54354,
1462,SteveMartinToGo,,7004,
1463,StephenAtHome,,5196,
1464,ConanOBrien,,3071,
1465,o_garcia_ponce,,6793,
1466,henryfarrell,,11474,
1467,engagedscholar,,4758,
1468,WilHMoo,,11506,
1469,TomPepinsky,,4815,
1470,sgehlbach,,475,
1471,ExumAM,,47157,
1472,markmallman,,3219,
1473,DadBoner,,10496,
1474,jaylyall_red5,,7634,
1475,_FloridaMan,,2150,
1476,KimKierkegaard,,1174,
1477,tommysklut,,2430,
1478,stephconstand,,183,
1479,hjms,,6629,
1480,cblatts,,16898,
1481,pfernandezvz,,1374,
1482,suselittle,,171,
1483,cescamat,,4501,
1484,leslie_loo_who,,39,
1485,jillesheppard,,1481,
1486,ianRturner,,161,
1487,abhworthington,,22765,
1488,ctdawes,,1172,
1489,dandrezner,,129151,
1490,ProfCaraJones,,10391,
1491,zivjeli,,7557,
1492,mungowitz,,16182,
1493,jwpatty,,3982,
1494,joshuakeating,,8193,
1495,dick_nixon,,61520,
1496,DCInbox,,4884,
1497,ezraklein,,42060,
1498,bryan_caplan,,14372,
1499,TimHarford,,35339,
1500,mattyglesias,,9137,
1501,tylercowen,,23702,
1502,NateSilver538,,16732,
1503,armarvin,,3049,
1504,alexvhj,,6912,
1505,NateMJensen,,10944,
1506,rruizrufino,,2566,
1507,j_a_tucker,,5403,
1508,DidacQueralt,,2840,
1509,mikedewar,,6074,
1510,prisonrodeo,,12462,
1511,jbview,,40493,
1512,BrendanNyhan,,51122,
1513,monkeycageblog,,18445,
1514,smsaideman,,191096,
1515,dtchimp,,26838,
1516,bradplumer,,22834,
1517,SarahKnuckey,,4423,
1518,rissem,,113,
1519,MattKruse1,,466,
1520,larsonjane,,192,
1521,elizolade,,71,
1522,bj_enright,,337,
1523,abhinabb,,2,
1524,kjhealy,,44,
1525,crozierrj,,1227,
1526,dandye,,475,
1527,ionekr,,6966,
1528,tanaysd,,1199,
1529,andrewflowers,,12817,
1530,msonsona,,1736,
1531,timabe,,2064,
1532,gammasync,,1456,
1533,SarahMroue,,1987,
1534,liamfmcgrath,,99,
1535,love_life_logic,,723,
1536,keithweghorst,,768,
1537,ckurdziel,,14239,
1538,stjaco,,3612,
1539,missanabeem,,28895,
1540,JohnCluverius,,5646,
1541,danjarratt,,2980,
1542,jim_savage_,,9956,
1543,huntr_seekr,,659,
1544,CasAndreu,,178,
1545,darinself,,12003,
1546,howardjp,,11241,
1547,SMaPP_NYU,,393,
1548,griverorz,,11265,
1549,seanjtaylor,,10817,
1550,p_barbera,,1987,
1551,Patrick_J_Egan,,60,
1552,johnmyleswhite,,20439,
1553,drewconway,,25294,
1554,bjpasquale,,47,
1555,jeanjiyeonhong,,91,
1556,jonathanellis,,7684,
1557,MISTERnesbitt,,60,
1558,IuliaCioroianu,,62,
1559,zeitzoff,,7644,
1560,maiguashca,,887,
1561,wsosaescudero,,10494,
1562,BernardoSchafer,,0,
1563,ikuziemko,,366,
1564,fdhidalgo,,1,
1565,seema_econ,,208,
1566,florianederer,,1915,
1567,LHSummers,,2688,
1568,razaratev,,229,
1569,cuervoji,,99410,
1570,RodrigoUprimny,,1176,
1571,anamarjona,,239,
1572,BeAndilana,,1875,
1573,colingreenwood,,161,
1574,lcvelez,,50549,
1575,plwarre,,1783,
1576,SocialInNewYork,,330125,
1577,BSIMEvents,,2093,
1578,mushfiqmobarak,,149,
1579,tedmiguel,,7424,
1580,claudferraz,,3527,
1581,DrDaronAcemoglu,,27,
1582,JonHaidt,,2096,
1583,raogautam,,573,
1584,azadrenas,,5360,
1585,LisandroAbel,,39271,
1586,LaCadenilla,,45189,
1587,BiciGoga,,108014,
1588,maldiniplus,,42110,
1589,JeisonMurillo19,,2065,
1590,dshyde,,345,
1591,joshclinton,,16,
1592,qjps_editors,,2,
1593,Gerard_PiM,,3651,
1594,amyschumer,,9393,
1595,Prof_Yildirim,,795,
1596,maya_sen,,5573,
1597,matt_blackwell,,3156,
1598,dbroockman,,3705,
1599,TomPepinsky,,4815,
1600,POTUS44,,352,
1601,POTUS,,1027,
1602,AlbertBrooks,,3700,
1603,carorent,,1351,
1604,HistoricalPics,,13672,
1605,JKCorden,,10683,
1606,jvcnye,,933,
1607,CodensaEnergia,,32438,
1608,calahuingo,,1,
1609,adgarcia22,,503,
1610,NeelanjanSircar,,1617,
1611,schneidertime,,3106,
1612,CPDBerkeley,,342,
1613,jenniferbussell,,1081,
1614,romantorres05,,499,
1615,emeyersson,,2386,
1616,OlleFolke,,521,
1617,JFiva,,1899,
1618,verozco,,17295,
1619,JuanDanCorrea,,355,
1620,nnguerrero,,57630,
1621,gustavoemorales,,6829,
1622,FranciscoCantu,,1347,
1623,Cristiano,,2959,
1624,BrankoMilan,,29935,
1625,surzua_chile,,4467,
1626,gusgomez1701,,82643,
1627,NunezJairo,,3668,
1628,arturojgalindo,,274,
1629,juliana_londono,,66,
1630,orazio_at,,364,
1631,xftrebbi,,3482,
1632,boixserra,,13600,
1633,glenweyl,,2192,
1634,thereaIbanksy,,2246,
1635,chrisrock,,1923,
1636,BilalSiddiqi,,1595,
1637,liderazgomr,,718,
1638,egonayerbe,,78406,
1639,Julirg,,9769,
1640,juanospinamusic,,567,
1641,MARTAGOMEZMUSIC,,1217,
1642,sribeiromusic,,422,
1643,nicospina429,,220,
1644,Andresrot,,9098,
1645,marcelowoloski,,1366,
1646,p_barbera,,1987,
1647,JnnyG,,690,
1648,ctdawes,,1172,
1649,michae1davidson,,142,
1650,maqartan,,131,
1651,jleibovi,,1361,
1652,ArlenGuarin,,345,
1653,jblabonne,,40,
1654,AlexisMora79,,23977,
1655,lyft,,85420,
1656,SimonGaviria,,17082,
1657,janzilinsky,,16981,
1658,dinapomeranz,,17232,
1659,PiedeCoco,,11,
1660,AJPS_Editor,,418,
1661,JuanMarLaserna,,2545,
1662,Wasonmania,,3181,
1663,PachoArboleda,,367,
1664,stasavage,,337,
1665,ethanbdm,,914,
1666,catalinapordios,,60511,
1667,laiabalcells,,192,
1668,thaddunning,,535,
1669,heiwai_tang,,1266,
1670,msilvaazul,,8455,
1671,LauraPaler1,,33,
1672,romandzarate,,475,
1673,petrogustavo,,97723,
1674,cesaralo,,72981,
1675,PajaritoDeIvan,,1064,
1676,MdeFrancisco12,,6897,
1677,AquiestaLina,,14916,
1678,TinoasprillaH,,7940,
1679,PlinioApuleyoM,,66,
1680,LuisSuarez9,,871,
1681,vanessabayer,,1387,
1682,RealCondorito,,20507,
1683,juanferquinte10,,3204,
1684,ZuluagaCamila,,15633,
1685,CarlosMedinaD,,7247,
1686,Armero7,,108,
1687,Cuadrado,,905,
1688,PibeValderramaP,,2375,
1689,ThierryHenry,,372,
1690,adiazescobar,,2512,
1691,mapalarozo,,4809,
1692,_DanielGon_,,3044,
1693,julianwilches,,6368,
1694,NairoQuinCo,,506,
1695,UranRigoberto,,3758,
1696,MSarzosaEcon,,676,
1697,DanielRaisbeck,,22233,
1698,TeoG29,,1167,
1699,a_velasquezg,,61,
1700,bradmehldau,,279,
1701,LuisFerMejia,,1977,
1702,FranciscoDeRoux,,284,
1703,DANEDirector,,1377,
1704,Tolaymaruja,,14643,
1705,coldplay,,6907,
1706,FeIipe_Castro,,5084,
1707,R_Thaler,,5426,
1708,danariely,,1473,
1709,carlos7bacca,,2698,
1710,RunningREs,,2691,
1711,VLADDO,,98929,
1712,IvanWerning,,4138,
1713,Aulogelio,,8538,
1714,FiveThirtyEight,,42220,
1715,ProfEmilyOster,,2230,
1716,galifianakisz,,106,
1717,fdbedout,,23361,
1718,DquinC,,1667,
1719,dickinsonbeth,,11298,
1720,jamesfeigenbaum,,2607,
1721,dario_maldonado,,698,
1722,JorgeARestrepo,,78930,
1723,MoisesNaim,,10745,
1724,DLI79,,435,
1725,Patrick_J_Egan,,60,
1726,juansemorales,,299,
1727,cathrodr,,337,
1728,NachoGomex,,9111,
1729,PasionFutbolFC,,56338,
1730,monicambravo,,253,
1731,macapurris,,32202,
1732,rustyrockets,,9418,
1733,AlbertoBernalLe,,114947,
1734,MbamiModeste,,466,
1735,AmtrakNEC,,973,
1736,RAKarl,,13058,
1737,betsylevyp,,4401,
1738,guygrossman,,939,
1739,ranoguera,,39021,
1740,benlauderdale,,2443,
1741,deanyang,,661,
1742,TatianaAndia,,2308,
1743,BogotaAntigua,,3029,
1744,DrJunger,,2835,
1745,actualidadpanam,,12377,
1746,arindube,,5515,
1747,PalomaValenciaL,,26851,
1748,ActuallyNPH,,2732,
1749,ProSyn,,60439,
1750,wonkmonk_,,8580,
1751,RFisman,,1662,
1752,simonjhix,,8360,
1753,JOSEOBDULIO,,29422,
1754,alaindebotton,,3757,
1755,PaulaGaviriaB,,13265,
1756,seinlanguage,,2625,
1757,ChismesdelNogal,,13123,
1758,Cesepulvedar,,1115,
1759,DanielQuiroga,,10400,
1760,marivillamizarv,,2226,
1761,monkeycageblog,,18445,
1762,diegovalle,,1227,
1763,EsTrending,,47467,
1764,andrescobarango,,247,
1765,santiagoarias13,,1425,
1766,estebanpie,,7548,
1767,CarmenATaveras,,1,
1768,DimitriZV,,1236,
1769,LauHincapieM,,224,
1770,OIZuluaga,,23768,
1771,vavreck,,4345,
1772,o_garcia_ponce,,6793,
1773,StatModeling,,3864,
1774,cdsamii,,5296,
1775,j_a_tucker,,5403,
1776,Futbolalreves,,62879,
1777,nbcsnl,,15804,
1778,muribec,,10140,
1779,carlosfgalan,,13523,
1780,bibbymoynihan,,867,
1781,JayPharoah,,17905,
1782,TaranKillam,,3847,
1783,PachoSantosC,,13716,
1784,cblatts,,16898,
1785,marialinares,,13474,
1786,Juezcentral,,34800,
1787,pachomiranda,,25011,
1788,ernestoyamhure,,12358,
1789,javieraparicio,,34727,
1790,diazcayeros,,2482,
1791,perri77u,,2198,
1792,heydeesmeet,,1740,
1793,PalomaLdm,,357,
1794,misterzableh,,764,
1795,united,,833801,
1796,harrisonota,,94,
1797,felipev84,,289,
1798,SarahKSilverman,,8874,
1799,kristenschaaled,,7194,
1800,straightedge,,3475,
1801,MARoxas,,1129,
1802,AlfredoMolanoB,,5380,
1803,drjordanmetzl,,7134,
1804,Erickmore15,,604,
1805,Chuscosierra16,,455,
1806,jonesinforjason,,3,
1807,747oficial,,4866,
1808,Adcamach,,1450,
1809,nfergus,,1704,
1810,almadrigal,,3437,
1811,ricardo_hausman,,5002,
1812,mpachoncv,,4777,
1813,iamjohnoliver,,347,
1814,PabloSardi,,1125,
1815,BurguezH,,790,
1816,efajard,,6,
1817,TheNational,,2574,
1818,NatRamBus,,1151,
1819,paulmromer,,1364,
1820,cataortiz1,,16339,
1821,ReadingSignals,,1547,
1822,franciscome,,7956,
1823,merboqu,,1,
1824,futbolistasCO,,62388,
1825,FCFSeleccionCol,,12790,
1826,apariciosantiag,,593,
1827,intentalocarit,,200,
1828,m_sendhil,,1361,
1829,RaquelBernal3,,440,
1830,RodrigoWagnerB,,5115,
1831,pascualrpo,,2377,
1832,Sanchezbaute,,4952,
1833,jeronimoauribem,,11595,
1834,tomasuribeEco,,14135,
1835,JPAL_LAC,,2313,
1836,PlazasPiensa,,15374,
1837,NPIfuribe,,2414,
1838,malejandraarias,,364,
1839,sergio_fajardo,,15534,
1840,guilloarango,,56273,
1841,piedadcordoba,,54511,
1842,hdojgomez,,4859,
1843,thickaccents,,5719,
1844,estejaramillo,,25046,
1845,thomyorke,,260,
1846,RyanDEnos,,10045,
1847,andrewbhall,,66,
1848,nyrr,,22126,
1849,danieltosh,,13547,
1850,mattwridley,,5146,
1851,tatale91,,137,
1852,KateUpton,,3242,
1853,stiglitzian,,3492,
1854,sapinker,,4564,
1855,RobertoAnguloS,,43994,
1856,SalasLuzm,,2,
1857,anemonita,,12736,
1858,biblioactivista,,1695,
1859,SeinfeldToday,,512,
1860,MMFlint,,13296,
1861,cesicruz,,686,
1862,Jrortegal,,1983,
1863,JustinWolfers,,25573,
1864,snowberg,,2861,
1865,JuanMRamirezC,,1968,
1866,borreroangulo,,374,
1867,velezfutbol,,9029,
1868,juaniborrero,,0,
1869,lfjaramillo,,11966,
1870,NicolasIdrobo,,927,
1871,rompelapinata,,313,
1872,JuanFelipeRiano,,1737,
1873,Monica_Espinel,,162,
1874,MariaPaulaMique,,1,
1875,ralemm,,3,
1876,Olga_Romero,,1025,
1877,helena_garcia,,7382,
1878,mahofste,,2209,
1879,monica_vv,,8430,
1880,iamsambee,,1577,
1881,jorgeramosnews,,18636,
1882,LeopoldoTweets,,2555,
1883,aalvarezgallo,,4644,
1884,alopezg10,,3511,
1885,MillosFCoficial,,25755,
1886,MelukLeCuenta,,88974,
1887,grizzlybear,,6764,
1888,MelendezMarcela,,4598,
1889,fboteroj,,7141,
1890,2010MisterChip,,107080,
1891,DanielMejiaL,,7765,
1892,anamibanez,,2129,
1893,Elcidbarret,,2909,
1894,radiohead,,99,
1895,mtronderos,,745,
1896,pmontesja,,94,
1897,abbey_st,,968,
1898,felbarrera,,1560,
1899,BAPMillos,,13472,
1900,pitchfork,,71443,
1901,Golyfutbol,,12270,
1902,navarrowolff,,13797,
